t,X_t
0.591,1.6952573515776617
0.5915,1.7096054561702911
0.592,1.6860180563038718
0.5925,1.6715157666929628
0.593,1.685998637302117
0.5935,1.6716041973447564
0.594,1.6686635447170468
0.5945,1.6772902274387889
0.595,1.663182311045128
0.5955,1.6651656678920717
0.596,1.6457133911207527
0.5965,1.6372728633151798
0.597,1.6423651365057088
0.5975,1.6193750315949922
0.598,1.626159768986527
0.5985,1.6262806807735712
0.599,1.6347237126992318
0.5995,1.6384063347441098
0.6,1.6588065300346002
0.6005,1.6610791646530725
0.601,1.6551146946087119
0.6015,1.6573389405527645
0.602,1.6658069569193026
0.6025,1.6669513958743336
0.603,1.667973342303668
0.6035,1.6579174570544915
0.604,1.648501868508798
0.6045,1.6282330716192854
0.605,1.6541198446656127
0.6055,1.636130545353125
0.606,1.6263996057654038
0.6065,1.6163555636894291
0.607,1.6296976849685512
0.6075,1.6258057874306087
0.608,1.6443564661852768
0.6085,1.6348621438918458
0.609,1.6393504938465944
0.6095,1.6275118075604575
0.61,1.659145424319572
0.6105,1.6419364308738846
0.611,1.6468969189732507
0.6115,1.6566443628951173
0.612,1.66318998285974
0.6125,1.6608494367979794
0.613,1.6593361511132323
0.6135,1.6604012154661882
0.614,1.6586331772909393
0.6145,1.67334723880646
0.615,1.7068501919896495
0.6155,1.6987659382356541
0.616,1.6783775357783688
0.6165,1.6774718519663356
0.617,1.7165965709626032
0.6175,1.704686336674888
0.618,1.730104414145379
0.6185,1.7564985622859557
0.619,1.7482404830808218
0.6195,1.7575745826765001
0.62,1.7836127375774247
0.6205,1.7780103714354962
0.621,1.7752173338880297
0.6214999999999999,1.7664251932357142
0.622,1.750834264994482
0.6225,1.7411043276319682
0.623,1.722479291445503
0.6234999999999999,1.723435012194167
0.624,1.7119968326334298
0.6245,1.7160046938540803
0.625,1.692553166717149
0.6255,1.6979853869372308
0.626,1.711068890171434
0.6265000000000001,1.6809839979618213
0.627,1.6870282510538808
0.6275,1.7059745994446867
0.628,1.6879435428492198
0.6285000000000001,1.71361706660157
0.629,1.7204677991060497
0.6295,1.7100489596911224
0.63,1.70962347592027
0.6305000000000001,1.7185884468945158
0.631,1.7201864125806068
0.6315,1.7289056592190644
0.632,1.7151007711866755
0.6325000000000001,1.7181275969113516
0.633,1.696832012081329
0.6335,1.695568150281702
0.634,1.6822837201833984
0.6345000000000001,1.6716369169497147
0.635,1.690536366143419
0.6355,1.7074602825230525
0.636,1.717189898301492
0.6365000000000001,1.7008423494175875
0.637,1.6964541026649176
0.6375,1.7152852108863723
0.638,1.7178882498653452
0.6385000000000001,1.7539548224488355
0.639,1.7605636219688108
0.6395,1.764027952581645
0.64,1.7595917367935299
0.6405000000000001,1.7621333371351977
0.641,1.7601707934226547
0.6415,1.7717589069651718
0.642,1.787362797684023
0.6425000000000001,1.775244293007366
0.643,1.7545504309217792
0.6435,1.7261731741912565
0.644,1.7344477795925914
0.6445,1.717764454311863
0.645,1.6851165563480202
0.6455,1.691394546879843
0.646,1.729532222002962
0.6465,1.7298706916602045
0.647,1.7432766523623715
0.6475,1.7449883827380834
0.648,1.7438811946812778
0.6485,1.7586526879719482
0.649,1.7545263709275616
0.6495,1.7591611796593003
0.65,1.7646626970388664
0.6505,1.7545589748684383
0.651,1.7705659857470533
0.6515,1.7682378904215634
0.652,1.7567273863767383
0.6525,1.7655965582302968
0.653,1.7518493728340292
0.6535,1.7527289062149665
0.654,1.7530241309896466
0.6545,1.770488713142997
0.655,1.7784485295382726
0.6555,1.778495039659207
0.656,1.7919481526185814
0.6565,1.8146779296048523
0.657,1.8241854030147588
0.6575,1.8248103628170826
0.658,1.8038552990670549
0.6585,1.7871215355527583
0.659,1.782689451359865
0.6595,1.773416537488315
0.66,1.770894167824604
0.6605,1.7722341898621108
0.661,1.7810735907286757
0.6615,1.7803957849350258
0.662,1.7885881034179447
0.6625,1.790066687524108
0.663,1.7588853187745213
0.6635,1.7445474640178167
0.664,1.7427353008995627
0.6645,1.7243148698581992
0.665,1.73399849402953
0.6655,1.7581729502315249
0.666,1.777778226729341
